,Country,year,value
2613,Kiribati,1998,
2614,Republic of Korea,1998,0.797
2615,Kuwait,1998,0.7809999999999999
2616,Kyrgyzstan,1998,0.58
2617,LaoPeople'sDemocraticRepublic,1998,0.455
2618,Latvia,1998,0.705
2619,Lebanon,1998,
2620,Lesotho,1998,0.478
2621,Liberia,1998,
2622,Libya,1998,0.718
2623,Liechtenstein,1998,
2624,Lithuania,1998,0.736
2625,Luxembourg,1998,0.8340000000000001
2626,Macau,1998,
2627,Madagascar,1998,
2628,Malawi,1998,0.40399999999999997
2629,Malaysia,1998,0.71
2630,Maldives,1998,0.58
2631,Mali,1998,0.29100000000000004
2632,Malta,1998,0.7759999999999999
2633,MarshallIslands,1998,
2634,Mauritania,1998,0.435
2635,Mauritius,1998,0.662
2636,Mexico,1998,0.69
2637,Micronesia(FederatedStatesof),1998,
2638,Moldova(Republicof),1998,0.593
2639,Mongolia,1998,0.5760000000000001
2640,Montenegro,1998,
2641,Morocco,1998,0.51
2642,Mozambique,1998,0.27899999999999997
2643,Myanmar,1998,0.413
2644,Namibia,1998,0.569
2645,Nepal,1998,0.43200000000000005
2646,Netherlands,1998,0.867
2647,New Zealand,1998,0.863
2648,Nicaragua,1998,0.552
2649,Niger,1998,0.24600000000000002
2650,Nigeria,1998,
2651,Norway,1998,0.9059999999999999
2652,Oman,1998,
2653,Pakistan,1998,0.441
2654,Palau,1998,
2655,Palestine,1998,
2656,Panama,1998,0.708
2657,PapuaNewGuinea,1998,0.441
2658,Paraguay,1998,0.622
2659,Peru,1998,0.665
2660,Philippines,1998,0.615
2661,Poland,1998,0.769
2662,Portugal,1998,0.78
2663,Puerto Rico,1998,
2664,Qatar,1998,0.804
2665,Romania,1998,0.698
2666,Russian Federation,1998,0.703
2667,Rwanda,1998,0.302
2668,Saint Kitts and Nevis,1998,
2669,Saint Lucia,1998,
2670,Saint Vincent and Grenadines,1998,
2671,Samoa,1998,0.636
2672,San Marino,1998,
2673,Sao Tome and Principe,1998,0.48100000000000004
2674,Saudi Arabia,1998,0.736
2675,Senegal,1998,0.373
2676,Serbia,1998,0.708
2677,Seychelles,1998,
2678,Sierra Leone,1998,0.272
2679,Singapore,1998,0.7979999999999999
2680,Slovakia,1998,0.763
2681,Slovenia,1998,0.805
2682,Solomon Islands,1998,
2683,South Africa,1998,0.639
2684,South Sudan,1998,
2685,Spain,1998,0.8140000000000001
2686,Sri Lanka,1998,0.6679999999999999
2687,Sudan,1998,0.39
2688,Suriname,1998,
2689,Sweden,1998,0.888
2690,Switzerland,1998,0.873
2691,Syrian Arab Republic,1998,0.59
2692,Tajikistan,1998,0.541
2693,Tanzania(UnitedRepublicof),1998,0.381
2694,Thailand,1998,0.63
2695,TheformerYugoslavRepublicofMacedonia,1998,
2696,Timor-Leste,1998,
2697,Togo,1998,0.423
2698,Tonga,1998,0.674
2699,Trinidad and Tobago,1998,0.7040000000000001
2700,Tunisia,1998,0.634
2701,Turkey,1998,0.635
2702,Turkmenistan,1998,
2703,Uganda,1998,0.368
2704,Ukraine,1998,0.665
2705,United Arab Emirates,1998,0.785
2706,United Kingdom,1998,0.855
2707,United States,1998,0.884
2708,Uruguay,1998,0.735
2709,Uzbekistan,1998,
2710,Vanuatu,1998,
2711,Venezuela(BolivarianRepublicof),1998,0.667
2712,Viet Nam,1998,0.5589999999999999
2713,Yemen,1998,0.431
2714,Zambia,1998,0.42
2715,Zimbabwe,1998,0.45299999999999996
2716,Afghanistan,1999,
2717,Albania,1999,0.662
2718,Algeria,1999,0.636
2719,Andorra,1999,
2720,Angola,1999,0.374
2721,Antigua and Barbuda,1999,
2722,Argentina,1999,0.764
2723,Armenia,1999,0.642
2724,Aruba,1999,
2725,Australia,1999,0.895
2726,Austria,1999,0.8340000000000001
2727,Azerbaijan,1999,0.633
2728,Bahamas,1999,
2729,Bahrain,1999,0.7859999999999999
2730,Bangladesh,1999,0.46
2731,Barbados,1999,0.743
2732,Belarus,1999,0.6759999999999999
2733,Belgium,1999,0.868
2734,Belize,1999,0.67
2735,Benin,1999,0.391
2736,Bhutan,1999,
2737,Bolivia(PlurinationalStateof),1999,0.6
2738,BosniaandHerzegovina,1999,
2739,Botswana,1999,0.5660000000000001
2740,Brazil,1999,0.6759999999999999
2741,BruneiDarussalam,1999,0.818
2742,Bulgaria,1999,0.708
2743,BurkinaFaso,1999,
2744,Burundi,1999,0.3
2745,CaboVerde,1999,
2746,Cambodia,1999,0.40700000000000003
2747,Cameroon,1999,0.426
2748,Canada,1999,0.8640000000000001
2749,Cabo Verde,1999,
2750,CentralAfricanRepublic,1999,0.308
2751,Chad,1999,
2752,Chile,1999,0.753
2753,China,1999,0.585
2754,Colombia,1999,0.649
2755,Comoros,1999,
2756,Congo,1999,0.496
2757,Congo(DemocraticRepublicofthe),1999,0.331
2758,Costa Rica,1999,0.7070000000000001
2759,Croatia,1999,0.7390000000000001
2760,Cuba,1999,0.679
2761,Cyprus,1999,0.799
2762,Czech Republic,1999,0.785
2763,Côted'Ivoire,1999,0.392
2764,Denmark,1999,0.861
2765,Djibouti,1999,0.36200000000000004
2766,Dominica,1999,
2767,DominicanRepublic,1999,0.6509999999999999
2768,Ecuador,1999,0.6679999999999999
2769,Egypt,1999,0.605
2770,El Salvador,1999,0.607
2771,EquatorialGuinea,1999,
2772,Eritrea,1999,
2773,Estonia,1999,0.769
2774,Eswatini(Kingdomof),1999,0.483
2775,Ethiopia,1999,
2776,Fiji,1999,0.6809999999999999
2777,Finland,1999,0.848
2778,France,1999,0.845
2779,Gabon,1999,0.636
2780,Gambia,1999,0.37799999999999995
2781,Georgia,1999,
2782,Germany,1999,0.855
2783,Ghana,1999,0.48
2784,Greece,1999,0.789
2785,Grenada,1999,
2786,Guatemala,1999,0.539
2787,Guinea,1999,0.322
2788,Guinea-Bissau,1999,
2789,Guyana,1999,0.6
2790,Haiti,1999,0.439
2791,Honduras,1999,0.5489999999999999
2792,Hong Kong,1999,0.821
2793,Hungary,1999,0.7609999999999999
2794,Iceland,1999,0.853
2795,India,1999,0.488
2796,Indonesia,1999,0.598
2797,Iran(IslamicRepublicof),1999,0.664
2798,Iraq,1999,0.603
2799,Ireland,1999,0.8490000000000001
2800,Israel,1999,0.85
2801,Italy,1999,0.8240000000000001
2802,Jamaica,1999,0.664
2803,Japan,1999,0.85
2804,Jordan,1999,0.6970000000000001
2805,Kazakhstan,1999,0.6759999999999999
2806,Kenya,1999,0.451
2807,Kiribati,1999,
2808,Republic of Korea,1999,0.8079999999999999
2809,Kuwait,1999,0.7859999999999999
2810,Kyrgyzstan,1999,0.5870000000000001
2811,LaoPeople'sDemocraticRepublic,1999,0.462
2812,Latvia,1999,0.716
2813,Lebanon,1999,
2814,Lesotho,1999,0.469
2815,Liberia,1999,0.35
2816,Libya,1999,0.722
2817,Liechtenstein,1999,
2818,Lithuania,1999,0.7440000000000001
2819,Luxembourg,1999,0.8490000000000001
2820,Macau,1999,
2821,Madagascar,1999,
2822,Malawi,1999,0.405
2823,Malaysia,1999,0.716
2824,Maldives,1999,0.595
2825,Mali,1999,0.302
2826,Malta,1999,0.78
2827,MarshallIslands,1999,
2828,Mauritania,1999,0.441
2829,Mauritius,1999,0.667
2830,Mexico,1999,0.695
2831,Micronesia(FederatedStatesof),1999,
2832,Moldova(Republicof),1999,0.595
2833,Mongolia,1999,0.5820000000000001
2834,Montenegro,1999,
2835,Morocco,1999,0.52
2836,Mozambique,1999,0.29100000000000004
2837,Myanmar,1999,0.42100000000000004
2838,Namibia,1999,0.56
2839,Nepal,1999,0.439
2840,Netherlands,1999,0.87
2841,New Zealand,1999,0.865
2842,Nicaragua,1999,0.562
2843,Niger,1999,0.25
2844,Nigeria,1999,
2845,Norway,1999,0.9109999999999999
2846,Oman,1999,
2847,Pakistan,1999,0.445
2848,Palau,1999,
2849,Palestine,1999,
2850,Panama,1999,0.713
2851,PapuaNewGuinea,1999,0.445
2852,Paraguay,1999,0.625
2853,Peru,1999,0.675
2854,Philippines,1999,0.62
2855,Poland,1999,0.778
2856,Portugal,1999,0.779
2857,Puerto Rico,1999,
2858,Qatar,1999,0.8079999999999999
2859,Romania,1999,0.7040000000000001
2860,Russian Federation,1999,0.7090000000000001
2861,Rwanda,1999,0.32
2862,Saint Kitts and Nevis,1999,
2863,Saint Lucia,1999,
2864,Saint Vincent and Grenadines,1999,
2865,Samoa,1999,0.642
2866,San Marino,1999,
2867,Sao Tome and Principe,1999,0.486
2868,Saudi Arabia,1999,0.738
2869,Senegal,1999,0.375
2870,Serbia,1999,0.7040000000000001
2871,Seychelles,1999,
2872,Sierra Leone,1999,0.276
2873,Singapore,1999,0.809
2874,Slovakia,1999,0.762
2875,Slovenia,1999,0.8190000000000001
2876,Solomon Islands,1999,0.46299999999999997
2877,South Africa,1999,0.634
2878,South Sudan,1999,
2879,Spain,1999,0.8190000000000001
2880,Sri Lanka,1999,0.6759999999999999
2881,Sudan,1999,0.396
2882,Suriname,1999,
2883,Sweden,1999,0.893
2884,Switzerland,1999,0.8809999999999999
2885,Syrian Arab Republic,1999,0.589
2886,Tajikistan,1999,0.544
2887,Tanzania(UnitedRepublicof),1999,0.38799999999999996
2888,Thailand,1999,0.64
2889,TheformerYugoslavRepublicofMacedonia,1999,
2890,Timor-Leste,1999,
2891,Togo,1999,0.424
2892,Tonga,1999,0.6759999999999999
2893,Trinidad and Tobago,1999,0.711
2894,Tunisia,1999,0.645
2895,Turkey,1999,0.643
2896,Turkmenistan,1999,
2897,Uganda,1999,0.384
2898,Ukraine,1999,0.667
2899,United Arab Emirates,1999,0.7909999999999999
2900,United Kingdom,1999,0.861
2901,United States,1999,0.885
2902,Uruguay,1999,0.737
2903,Uzbekistan,1999,
2904,Vanuatu,1999,
2905,Venezuela(BolivarianRepublicof),1999,0.67
2906,Viet Nam,1999,0.5670000000000001
2907,Yemen,1999,0.434
2908,Zambia,1999,0.426
2909,Zimbabwe,1999,0.44799999999999995
2910,Afghanistan,2000,
2911,Albania,2000,0.669
2912,Algeria,2000,0.644
2913,Andorra,2000,0.759
2914,Angola,2000,0.387
2915,Antigua and Barbuda,2000,
2916,Argentina,2000,0.7709999999999999
2917,Armenia,2000,0.647
2918,Aruba,2000,
2919,Australia,2000,0.898
2920,Austria,2000,0.838
2921,Azerbaijan,2000,0.64
2922,Bahamas,2000,0.7759999999999999
2923,Bahrain,2000,0.792
2924,Bangladesh,2000,0.46799999999999997
2925,Barbados,2000,0.752
2926,Belarus,2000,0.6829999999999999
2927,Belgium,2000,0.873
2928,Belize,2000,0.677
2929,Benin,2000,0.39799999999999996
2930,Bhutan,2000,
2931,Bolivia(PlurinationalStateof),2000,0.608
2932,BosniaandHerzegovina,2000,0.672
2933,Botswana,2000,0.565
2934,Brazil,2000,0.684
2935,BruneiDarussalam,2000,0.8190000000000001
2936,Bulgaria,2000,0.7120000000000001
2937,BurkinaFaso,2000,0.28600000000000003
2938,Burundi,2000,0.303
2939,CaboVerde,2000,0.57
2940,Cambodia,2000,0.42
2941,Cameroon,2000,0.431
2942,Canada,2000,0.867
2943,Cabo Verde,2000,
2944,CentralAfricanRepublic,2000,0.309
2945,Chad,2000,0.299
2946,Chile,2000,0.759
2947,China,2000,0.594
2948,Colombia,2000,0.653
2949,Comoros,2000,
2950,Congo,2000,0.49
2951,Congo(DemocraticRepublicofthe),2000,0.33299999999999996
2952,Costa Rica,2000,0.711
2953,Croatia,2000,0.75
2954,Cuba,2000,0.6859999999999999
2955,Cyprus,2000,0.802
2956,Czech Republic,2000,0.7959999999999999
2957,Côted'Ivoire,2000,0.39399999999999996
2958,Denmark,2000,0.863
2959,Djibouti,2000,0.363
2960,Dominica,2000,0.693
2961,DominicanRepublic,2000,0.657
2962,Ecuador,2000,0.67
2963,Egypt,2000,0.611
2964,El Salvador,2000,0.615
2965,EquatorialGuinea,2000,0.516
2966,Eritrea,2000,
2967,Estonia,2000,0.78
2968,Eswatini(Kingdomof),2000,0.47100000000000003
2969,Ethiopia,2000,0.28300000000000003
2970,Fiji,2000,0.6829999999999999
2971,Finland,2000,0.858
2972,France,2000,0.8490000000000001
2973,Gabon,2000,0.633
2974,Gambia,2000,0.385
2975,Georgia,2000,0.6729999999999999
2976,Germany,2000,0.868
2977,Ghana,2000,0.484
2978,Greece,2000,0.7959999999999999
2979,Grenada,2000,
2980,Guatemala,2000,0.546
2981,Guinea,2000,0.32899999999999996
2982,Guinea-Bissau,2000,
2983,Guyana,2000,0.604
2984,Haiti,2000,0.442
2985,Honduras,2000,0.5539999999999999
2986,Hong Kong,2000,0.8270000000000001
2987,Hungary,2000,0.769
2988,Iceland,2000,0.86
2989,India,2000,0.493
2990,Indonesia,2000,0.606
2991,Iran(IslamicRepublicof),2000,0.67
2992,Iraq,2000,0.607
2993,Ireland,2000,0.857
2994,Israel,2000,0.853
2995,Italy,2000,0.83
2996,Jamaica,2000,0.662
2997,Japan,2000,0.855
2998,Jordan,2000,0.7020000000000001
2999,Kazakhstan,2000,0.685
3000,Kenya,2000,0.451
3001,Kiribati,2000,0.552
3002,Republic of Korea,2000,0.8170000000000001
3003,Kuwait,2000,0.7859999999999999
3004,Kyrgyzstan,2000,0.594
3005,LaoPeople'sDemocraticRepublic,2000,0.466
3006,Latvia,2000,0.728
3007,Lebanon,2000,
3008,Lesotho,2000,0.467
3009,Liberia,2000,0.387
3010,Libya,2000,0.727
3011,Liechtenstein,2000,0.862
3012,Lithuania,2000,0.7559999999999999
3013,Luxembourg,2000,0.855
3014,Macau,2000,
3015,Madagascar,2000,0.456
3016,Malawi,2000,0.39899999999999997
3017,Malaysia,2000,0.725
3018,Maldives,2000,0.606
3019,Mali,2000,0.308
3020,Malta,2000,0.7829999999999999
3021,MarshallIslands,2000,
3022,Mauritania,2000,0.442
3023,Mauritius,2000,0.6729999999999999
3024,Mexico,2000,0.7020000000000001
3025,Micronesia(FederatedStatesof),2000,0.552
3026,Moldova(Republicof),2000,0.597
3027,Mongolia,2000,0.589
3028,Montenegro,2000,
3029,Morocco,2000,0.53
3030,Mozambique,2000,0.298
3031,Myanmar,2000,0.431
3032,Namibia,2000,0.5579999999999999
3033,Nepal,2000,0.446
3034,Netherlands,2000,0.8759999999999999
3035,New Zealand,2000,0.8690000000000001
3036,Nicaragua,2000,0.57
3037,Niger,2000,0.252
3038,Nigeria,2000,
3039,Norway,2000,0.917
3040,Oman,2000,0.7040000000000001
3041,Pakistan,2000,0.45
3042,Palau,2000,0.743
3043,Palestine,2000,
3044,Panama,2000,0.7190000000000001
3045,PapuaNewGuinea,2000,0.449
3046,Paraguay,2000,0.624
3047,Peru,2000,0.6779999999999999
3048,Philippines,2000,0.624
3049,Poland,2000,0.785
3050,Portugal,2000,0.785
3051,Puerto Rico,2000,
3052,Qatar,2000,0.81
3053,Romania,2000,0.7090000000000001
3054,Russian Federation,2000,0.72
3055,Rwanda,2000,0.335
3056,Saint Kitts and Nevis,2000,
3057,Saint Lucia,2000,0.69
3058,Saint Vincent and Grenadines,2000,0.6729999999999999
3059,Samoa,2000,0.647
3060,San Marino,2000,
3061,Sao Tome and Principe,2000,0.49
3062,Saudi Arabia,2000,0.743
3063,Senegal,2000,0.38
3064,Serbia,2000,0.711
3065,Seychelles,2000,0.718
3066,Sierra Leone,2000,0.284
3067,Singapore,2000,0.8190000000000001
3068,Slovakia,2000,0.764
3069,Slovenia,2000,0.825
3070,Solomon Islands,2000,0.45
3071,South Africa,2000,0.63
3072,South Sudan,2000,
3073,Spain,2000,0.825
3074,Sri Lanka,2000,0.685
3075,Sudan,2000,0.402
3076,Suriname,2000,
3077,Sweden,2000,0.897
3078,Switzerland,2000,0.889
3079,Syrian Arab Republic,2000,0.59
3080,Tajikistan,2000,0.55
3081,Tanzania(UnitedRepublicof),2000,0.395
3082,Thailand,2000,0.649
3083,TheformerYugoslavRepublicofMacedonia,2000,0.669
3084,Timor-Leste,2000,0.507
3085,Togo,2000,0.425
3086,Tonga,2000,0.6729999999999999
3087,Trinidad and Tobago,2000,0.716
3088,Tunisia,2000,0.653
3089,Turkey,2000,0.655
3090,Turkmenistan,2000,
3091,Uganda,2000,0.39799999999999996
3092,Ukraine,2000,0.6709999999999999
3093,United Arab Emirates,2000,0.7979999999999999
3094,United Kingdom,2000,0.867
3095,United States,2000,0.885
3096,Uruguay,2000,0.742
3097,Uzbekistan,2000,0.595
3098,Vanuatu,2000,
3099,Venezuela(BolivarianRepublicof),2000,0.672
3100,Viet Nam,2000,0.579
3101,Yemen,2000,0.44299999999999995
3102,Zambia,2000,0.43200000000000005
3103,Zimbabwe,2000,0.44
3104,Afghanistan,2001,
3105,Albania,2001,0.6759999999999999
3106,Algeria,2001,0.653
3107,Andorra,2001,0.767
3108,Angola,2001,0.401
3109,Antigua and Barbuda,2001,
3110,Argentina,2001,0.7759999999999999
3111,Armenia,2001,0.652
3112,Aruba,2001,
3113,Australia,2001,0.9
3114,Austria,2001,0.8490000000000001
3115,Azerbaijan,2001,0.648
3116,Bahamas,2001,0.779
3117,Bahrain,2001,0.792
3118,Bangladesh,2001,0.47700000000000004
3119,Barbados,2001,0.7509999999999999
3120,Belarus,2001,0.6890000000000001
3121,Belgium,2001,0.8759999999999999
3122,Belize,2001,0.679
3123,Benin,2001,0.41
3124,Bhutan,2001,
3125,Bolivia(PlurinationalStateof),2001,0.611
3126,BosniaandHerzegovina,2001,0.677
3127,Botswana,2001,0.5670000000000001
3128,Brazil,2001,0.691
3129,BruneiDarussalam,2001,0.82
3130,Bulgaria,2001,0.722
3131,BurkinaFaso,2001,0.29
3132,Burundi,2001,0.302
3133,CaboVerde,2001,0.575
3134,Cambodia,2001,0.434
3135,Cameroon,2001,0.44799999999999995
3136,Canada,2001,0.872
3137,Cabo Verde,2001,
3138,CentralAfricanRepublic,2001,0.311
3139,Chad,2001,0.306
3140,Chile,2001,0.7659999999999999
3141,China,2001,0.602
3142,Colombia,2001,0.6559999999999999
3143,Comoros,2001,
3144,Congo,2001,0.495
3145,Congo(DemocraticRepublicofthe),2001,0.33299999999999996
3146,Costa Rica,2001,0.7140000000000001
3147,Croatia,2001,0.759
3148,Cuba,2001,0.6920000000000001
3149,Cyprus,2001,0.807
3150,Czech Republic,2001,0.8059999999999999
3151,Côted'Ivoire,2001,0.396
3152,Denmark,2001,0.8759999999999999
3153,Djibouti,2001,0.37200000000000005
3154,Dominica,2001,0.6970000000000001
3155,DominicanRepublic,2001,0.66
3156,Ecuador,2001,0.675
3157,Egypt,2001,0.616
3158,El Salvador,2001,0.62
3159,EquatorialGuinea,2001,0.532
3160,Eritrea,2001,
3161,Estonia,2001,0.79
3162,Eswatini(Kingdomof),2001,0.46399999999999997
3163,Ethiopia,2001,0.298
3164,Fiji,2001,0.687
3165,Finland,2001,0.8640000000000001
3166,France,2001,0.851
3167,Gabon,2001,0.636
3168,Gambia,2001,0.39299999999999996
3169,Georgia,2001,0.6779999999999999
3170,Germany,2001,0.877
3171,Ghana,2001,0.483
3172,Greece,2001,0.8059999999999999
3173,Grenada,2001,
3174,Guatemala,2001,0.5539999999999999
3175,Guinea,2001,0.336
3176,Guinea-Bissau,2001,
3177,Guyana,2001,0.607
3178,Haiti,2001,0.444
3179,Honduras,2001,0.5589999999999999
3180,Hong Kong,2001,0.835
3181,Hungary,2001,0.777
3182,Iceland,2001,0.866
3183,India,2001,0.498
3184,Indonesia,2001,0.612
3185,Iran(IslamicRepublicof),2001,0.6779999999999999
3186,Iraq,2001,0.614
3187,Ireland,2001,0.863
3188,Israel,2001,0.857
3189,Italy,2001,0.8370000000000001
3190,Jamaica,2001,0.6729999999999999
3191,Japan,2001,0.8590000000000001
3192,Jordan,2001,0.708
3193,Kazakhstan,2001,0.7
3194,Kenya,2001,0.456
3195,Kiribati,2001,0.5670000000000001
3196,Republic of Korea,2001,0.8240000000000001
3197,Kuwait,2001,0.7859999999999999
3198,Kyrgyzstan,2001,0.602
3199,LaoPeople'sDemocraticRepublic,2001,0.47200000000000003
3200,Latvia,2001,0.745
3201,Lebanon,2001,
3202,Lesotho,2001,0.461
3203,Liberia,2001,0.377
3204,Libya,2001,0.731
3205,Liechtenstein,2001,0.868
3206,Lithuania,2001,0.768
3207,Luxembourg,2001,0.861
3208,Macau,2001,
3209,Madagascar,2001,0.462
3210,Malawi,2001,0.4
3211,Malaysia,2001,0.723
3212,Maldives,2001,0.61
3213,Mali,2001,0.321
3214,Malta,2001,0.7879999999999999
3215,MarshallIslands,2001,
3216,Mauritania,2001,0.442
3217,Mauritius,2001,0.682
3218,Mexico,2001,0.705
3219,Micronesia(FederatedStatesof),2001,0.5579999999999999
3220,Moldova(Republicof),2001,0.607
3221,Mongolia,2001,0.6
3222,Montenegro,2001,
3223,Morocco,2001,0.541
3224,Mozambique,2001,0.311
3225,Myanmar,2001,0.44
3226,Namibia,2001,0.557
3227,Nepal,2001,0.447
3228,Netherlands,2001,0.879
3229,New Zealand,2001,0.873
3230,Nicaragua,2001,0.5770000000000001
3231,Niger,2001,0.258
3232,Nigeria,2001,
3233,Norway,2001,0.9159999999999999
3234,Oman,2001,0.716
3235,Pakistan,2001,0.457
3236,Palau,2001,0.747
3237,Palestine,2001,
3238,Panama,2001,0.722
3239,PapuaNewGuinea,2001,0.456
3240,Paraguay,2001,0.632
3241,Peru,2001,0.6859999999999999
3242,Philippines,2001,0.628
3243,Poland,2001,0.7909999999999999
3244,Portugal,2001,0.79
3245,Puerto Rico,2001,
3246,Qatar,2001,0.8109999999999999
3247,Romania,2001,0.715
3248,Russian Federation,2001,0.727
3249,Rwanda,2001,0.345
3250,Saint Kitts and Nevis,2001,
3251,Saint Lucia,2001,0.687
3252,Saint Vincent and Grenadines,2001,0.677
3253,Samoa,2001,0.654
3254,San Marino,2001,
3255,Sao Tome and Principe,2001,0.496
3256,Saudi Arabia,2001,0.746
3257,Senegal,2001,0.395
3258,Serbia,2001,0.716
3259,Seychelles,2001,0.7140000000000001
3260,Sierra Leone,2001,0.299
3261,Singapore,2001,0.8220000000000001
3262,Slovakia,2001,0.764
3263,Slovenia,2001,0.835
3264,Solomon Islands,2001,0.455
3265,South Africa,2001,0.61
3266,South Sudan,2001,
3267,Spain,2001,0.828
3268,Sri Lanka,2001,0.691
3269,Sudan,2001,0.408
3270,Suriname,2001,
3271,Sweden,2001,0.9
3272,Switzerland,2001,0.8909999999999999
3273,Syrian Arab Republic,2001,0.597
3274,Tajikistan,2001,0.5579999999999999
3275,Tanzania(UnitedRepublicof),2001,0.40299999999999997
3276,Thailand,2001,0.657
3277,TheformerYugoslavRepublicofMacedonia,2001,0.6729999999999999
3278,Timor-Leste,2001,0.513
3279,Togo,2001,0.426
3280,Tonga,2001,0.677
3281,Trinidad and Tobago,2001,0.721
3282,Tunisia,2001,0.6609999999999999
3283,Turkey,2001,0.662
3284,Turkmenistan,2001,
3285,Uganda,2001,0.406
3286,Ukraine,2001,0.6809999999999999
3287,United Arab Emirates,2001,0.8029999999999999
3288,United Kingdom,2001,0.871
3289,United States,2001,0.887
3290,Uruguay,2001,0.746
3291,Uzbekistan,2001,0.602
3292,Vanuatu,2001,
3293,Venezuela(BolivarianRepublicof),2001,0.68
3294,Viet Nam,2001,0.5870000000000001
3295,Yemen,2001,0.45
3296,Zambia,2001,0.44
3297,Zimbabwe,2001,0.442
3298,Afghanistan,2002,0.373
3299,Albania,2002,0.682
3300,Algeria,2002,0.664
3301,Andorra,2002,0.78
3302,Angola,2002,0.418
3303,Antigua and Barbuda,2002,
3304,Argentina,2002,0.769
3305,Armenia,2002,0.6629999999999999
3306,Aruba,2002,
3307,Australia,2002,0.903
3308,Austria,2002,0.838
3309,Azerbaijan,2002,0.657
3310,Bahamas,2002,0.7809999999999999
3311,Bahrain,2002,0.7909999999999999
3312,Bangladesh,2002,0.483
3313,Barbados,2002,0.754
3314,Belarus,2002,0.696
3315,Belgium,2002,0.879
3316,Belize,2002,0.685
3317,Benin,2002,0.419
3318,Bhutan,2002,
3319,Bolivia(PlurinationalStateof),2002,0.617
3320,BosniaandHerzegovina,2002,0.6829999999999999
3321,Botswana,2002,0.5660000000000001
3322,Brazil,2002,0.698
3323,BruneiDarussalam,2002,0.823
3324,Bulgaria,2002,0.7290000000000001
3325,BurkinaFaso,2002,0.29600000000000004
3326,Burundi,2002,0.31
3327,CaboVerde,2002,0.585
3328,Cambodia,2002,0.45299999999999996
3329,Cameroon,2002,0.451
3330,Canada,2002,0.877
3331,Cabo Verde,2002,
3332,CentralAfricanRepublic,2002,0.312
3333,Chad,2002,0.311
3334,Chile,2002,0.768
3335,China,2002,0.611
3336,Colombia,2002,0.6579999999999999
3337,Comoros,2002,
3338,Congo,2002,0.49700000000000005
3339,Congo(DemocraticRepublicofthe),2002,0.34
3340,Costa Rica,2002,0.7170000000000001
3341,Croatia,2002,0.7659999999999999
3342,Cuba,2002,0.6940000000000001
3343,Cyprus,2002,0.816
3344,Czech Republic,2002,0.813
3345,Côted'Ivoire,2002,0.39899999999999997
3346,Denmark,2002,0.883
3347,Djibouti,2002,0.37799999999999995
3348,Dominica,2002,0.696
3349,DominicanRepublic,2002,0.664
3350,Ecuador,2002,0.679
3351,Egypt,2002,0.62
3352,El Salvador,2002,0.628
3353,EquatorialGuinea,2002,0.525
3354,Eritrea,2002,
3355,Estonia,2002,0.799
3356,Eswatini(Kingdomof),2002,0.455
3357,Ethiopia,2002,0.306
3358,Fiji,2002,0.6890000000000001
3359,Finland,2002,0.867
3360,France,2002,0.853
3361,Gabon,2002,0.639
3362,Gambia,2002,0.397
3363,Georgia,2002,0.684
3364,Germany,2002,0.883
3365,Ghana,2002,0.489
3366,Greece,2002,0.818
3367,Grenada,2002,0.7020000000000001
3368,Guatemala,2002,0.56
3369,Guinea,2002,0.345
3370,Guinea-Bissau,2002,
3371,Guyana,2002,0.609
3372,Haiti,2002,0.446
3373,Honduras,2002,0.563
3374,Hong Kong,2002,0.8420000000000001
3375,Hungary,2002,0.784
3376,Iceland,2002,0.875
3377,India,2002,0.504
3378,Indonesia,2002,0.618
3379,Iran(IslamicRepublicof),2002,0.6829999999999999
3380,Iraq,2002,0.616
3381,Ireland,2002,0.871
3382,Israel,2002,0.865
3383,Italy,2002,0.8420000000000001
3384,Jamaica,2002,0.677
3385,Japan,2002,0.862
3386,Jordan,2002,0.713
3387,Kazakhstan,2002,0.713
3388,Kenya,2002,0.456
3389,Kiribati,2002,0.5660000000000001
3390,Republic of Korea,2002,0.8320000000000001
3391,Kuwait,2002,0.7879999999999999
3392,Kyrgyzstan,2002,0.604
3393,LaoPeople'sDemocraticRepublic,2002,0.48
3394,Latvia,2002,0.76
3395,Lebanon,2002,
3396,Lesotho,2002,0.45799999999999996
3397,Liberia,2002,0.374
3398,Libya,2002,0.735
3399,Liechtenstein,2002,0.873
3400,Lithuania,2002,0.779
3401,Luxembourg,2002,0.863
3402,Macau,2002,
3403,Madagascar,2002,0.457
3404,Malawi,2002,0.37
3405,Malaysia,2002,0.725
3406,Maldives,2002,0.615
3407,Mali,2002,0.33
3408,Malta,2002,0.792
3409,MarshallIslands,2002,
3410,Mauritania,2002,0.449
3411,Mauritius,2002,0.687
3412,Mexico,2002,0.71
3413,Micronesia(FederatedStatesof),2002,0.564
3414,Moldova(Republicof),2002,0.617
3415,Mongolia,2002,0.609
3416,Montenegro,2002,
3417,Morocco,2002,0.552
3418,Mozambique,2002,0.318
3419,Myanmar,2002,0.449
3420,Namibia,2002,0.5539999999999999
3421,Nepal,2002,0.457
3422,Netherlands,2002,0.878
3423,New Zealand,2002,0.8809999999999999
3424,Nicaragua,2002,0.583
3425,Niger,2002,0.263
3426,Nigeria,2002,
3427,Norway,2002,0.9179999999999999
3428,Oman,2002,0.725
3429,Pakistan,2002,0.465
3430,Palau,2002,0.7509999999999999
